,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
2299,s2300,TV Show,Grand Prix Driver,,Michael Douglas,United States,,2018,7+,1 Season,"Documentary, Sports","This series offers unprecedented access to FORMULA ONE racing, a highly secretive and competitive world. It follows McLaren, one of the sport’s most successful teams, during the 2017 pre-season as they gear up for their first race in Melbourne. After three tough years without a win, McLaren is hopeful that they will be back on top with their promotion of rookie driver, Stoffel Vandoorne."
2305,s2306,TV Show,Gortimer Gibbon's Life on Normal Street,,"Sloane Morgan Siegel, Ashley Boettcher, Drew Justice, Robyn Lively",United States,,2016,7+,3 Seasons,Kids,"As the series comes to a close, Gortimer, Mel and Ranger grow closer than ever, even as growing up threatens to pull them apart. Their adventures on Normal Street continue as Mel learns the consequences of overextending herself, Ranger takes on other people's problems while ignoring his own, and Gortimer grapples with the greatest challenge of all: leaving Normal Street"
2539,s2540,Movie,"ETs Among Us 2: Our Alien Origins, Antarctica, Mars and Beyond",Cybela Clare,"Linda Moulton Howe, Nick Pope, Richard Dolan, Robert Morningstar, Debbie Ziegelmeyer, Len Kasten",United States,,2018,7+,55 min,Special Interest,"This sequel to the award-winning ""ETs Among Us"" covers uncharted territory: history of Antarctica and ongoing UFO connections, secret history of Mars and parallels with Moon and Antarctica, underwater ET bases, and our extraterrestrial origins. Award-winning researcher Linda Moulton Howe exposes shocking revelations of a secret Navy whistleblower."
2658,s2659,TV Show,Dino Dana,,"Michela Luci, Saara Chaudry, Amish Patel","Canada, United States",,2020,ALL,4 Seasons,Kids,Dana is a 9-year old girl who loves dinosaurs and spends all of her time learning about them. After receiving a book she discovers she can see Dinosaurs in real life.
2728,s2729,TV Show,Danger & Eggs,,"Aidy Bryant, Eric Knobel",United States,,2017,7+,1 Season,"Comedy, Kids","Danger & Eggs follows the endless adventures of a fearless, teal-haired girl named D.D. Danger (voiced by SNL's Aidy Bryant) and her ever cautious best friend, a giant talking egg named Phillip. Together, join this buddy system as they explore an underground laboratory, meet a tech-savvy raccoon, and find moments of heart in the smallest bite of broccoli."
2789,s2790,Movie,Cool World,Ralph Bakshi,"Kim Basinger, Gabriel Byrne, Brad Pitt, Michele Abrams",United States,,1992,PG-13,102 min,"Action, Animation, Fantasy","When Jack Deebs was behind bars he found escape by creating Cool World, a cartoon series featuring a vixen named Holli Would. The flesh proves weaker than ink, however, as Holli takes human form in Las Vegas."
2947,s2948,TV Show,Bug Diaries,,"Abigail Harrison, Nilah Rivera, Logan Smith",United States,,2020,ALL,3 Seasons,Kids,"Three unlikely bug buddies, Fly, Spider and Worm, fly, spin, and jump into all kinds of adventures in the big world around them. Imagine hopping a ride on a furry dog or dodging raindrops bigger than your house! Using their unique insect abilities, our tiny heroes find ways to help themselves and others out of sticky situations and record their stories in their bug diaries!"
3098,s3099,Movie,Beowulf,Robert Zemeckis,"Ray Winstone, Anthony Hopkins, John Malkovich, Robin Wright, Brendan Gleeson, Crispin Glover, Alison Lohman, Angelina Jolie","United States, United Kingdom",,2007,PG-13,114 min,"Action, Fantasy","After Beowulf, the mightiest warrior of all, destroyes the overpowering demon Grendel, he incurs wrath of the beast's mother to seek out revenge."
3132,s3133,Movie,Be Somebody,Joshua Caldwell,"Matt Espinosa, Sarah  Jeffery, Allison Paige",United States,,2016,PG,87 min,Comedy,A Pop Superstar Matthew Espinosa eager to escape the burden of fame meets an independent small town girl with big dreams Sarah Jeffery. Together they embark on a unexpected journey of friendship first love and self discovery.
3739,s3740,Movie,The Identical,Dustin Marcellino,"Ray Liotta, Ashley Judd, Seth Green, Joe Pantoliano, Blake Rayne, Erin Cottrell, Brian Geraghty, Amanda Crew",United States,,2014,PG,107 min,Drama,"The story of twin brothers separated at birth in the Great Depression. With different upbringings, one brother becomes a music legend while the other struggles to find a balance between his passion for music and trying to please his father. Starring Ray Liotta , Ashley Judd, and Seth Green."
3748,s3749,Movie,The Busy Little Engine,Desmond Mullen,"Desmond Mullen, Pig, Busy Little Engine, Lorrie Guess",United States,,2007,ALL,34 min,"Animation, Kids","A wooden toy train pretends to be real, but doesn't know much about what real trains do - he's only seen them at crossing gates. With the Narrator and some imagination, Busy Little Engine and Pig have fun learning about what trains do all day! Winner of the Telly Award for Excellence in Children's Programming. A Parenting Magazine ""Parenting Pick"". ""Highly Recommended"" by Video Librarian magazine."
3819,s3820,Movie,Maharshi,Vamshi Paidipally,"Mahesh Babu, Allari Naresh, Pooja Hegde","India, United States",,2019,7+,177 min,"Action, Drama, International","Rishi, a millionaire businessman, returns to his homeland, where he becomes the champion of poor and downtrodden farmers. Directed by Vamsi Paidipally, Maharshi features Mahesh Babu and Pooja Hegde in central roles."
3888,s3889,Movie,Dead Space: Aftermath,Mike Disa,"Christopher Judge, Gwendoline Yeo, Peter Woodward, Ricardo Chavira",United States,,2011,ALL,78 min,"Animation, Suspense","Based on the much anticipated EA videogame Dead Space 2, Dead Space: Aftermath is a fast paced, horrifying thrill ride set in 2059 that follows the four surviving ship crew members of the USG O'Bannon."
3952,s3953,Movie,The Aeronauts,Tom Harper,"Felicity Jones, Eddie Redmayne, Himesh Patel, Tom Courtenay","United Kingdom, United States",,2019,PG-13,100 min,"Adventure, Drama, Romance","In 1862, daredevil balloon pilot Amelia Wren (Felicity Jones) teams up with pioneering meteorologist James Glaisher (Eddie Redmayne) to advance human knowledge of the weather and fly higher than anyone in history."
4135,s4136,Movie,Milk Money,Richard Benjamin,"Ed Harris, Melanie Griffith, Michael Patrick Carter, Malcolm McDowell, Philip Bosco, Anne Hesch, Casey Siemaszko, Brian Christopher, Adam LaVorgna, Kevin Scannell",United States,,1994,PG-13,109 min,"Adventure, Comedy, Drama","Twelve-year-old Frank Wheeler is determined to solve life's biggest mystery, women! So he pools his piggy-bank money and heads for the big city. The plan: to peek at a naked lady."
4171,s4172,Movie,Alex James: Slowing Down Fast Fashion,Ben Akers,Alex James,"United Kingdom, France, United States",,2016,7+,65 min,"Documentary, Special Interest","Alex James, Blur bassist turned cheesemaker, presents this critical look at the fashion industry and its enormous human and environmental cost. Far from predicting the apocalypse, Slowing Down Fast Fashion seeks to provide solutions. By talking to designers, activists and high street brands, the film shows that there is a wide ranging and ever growing thirst for change."
4183,s4184,Movie,Time,Garrett Bradley,"Fox Rich, Rob G. Rich",United States,,2020,PG-13,81 min,Documentary,"In this intimate yet epic love story filmed over two decades, indomitable matriarch Fox Rich strives to raise her six sons and keep her family together as she fights for her husband’s release from the Louisiana State Penitentiary, commonly known as Angola."
4239,s4240,Movie,Next,Lee Tamahori,"Nicolas Cage, Julianne Moore, Jessica Biel, Thomas Kretschmann, Tory Kittles, Peter Falk, Michael Trucco, Jim Beaver, Jos Ziga, Enzo Cilenti",United States,,2007,PG-13,96 min,"Action, Suspense","Cris Johnson earns his living in a Las Vegas magic act, but his ability to see a few minutes into the future is authentic. Agent Callie Ferris knows this, and recruits him to help stop a terrorist group from detonating a nuclear bomb."
4242,s4243,Movie,Little Secrets,Blair Treu,"Evan Rachel Wood, Michael Angarano, David Gallagher, Vivica Fox",United States,,2002,PG,97 min,"Drama, Young Adult Audience","Emily Lindstrom, a gifted 14-year-old violinist, skips summer camp in order to prepare for an audition with the prestigious San Francisco Youth Orchestra. Emily has also set up a side business as a ""secret keeper"", charging a 50-cent fee to share and keep the neighborhood children's secrets. She soon discovers, however, that there is a price to keeping secrets that can't be measured in coins."
4254,s4255,Movie,Double Dragon,James Yukich,"Scott Wolf, Mark Dacascos, Robert Patrick, Alyssa Milano, Kristina Wagner, Julia Nickson, Nils Allen Stewart, Vanna White, Andy Dick","United States, France, Denmark",,1994,PG-13,96 min,"Action, Adventure, Comedy","Two brothers have half of a powerful ancient Chinese talisman. An evil gang leader has the other half, and determines to get the brothers' half and have a complete medallion so he can gain absolute power."
4261,s4262,Movie,47 Meters Down: Uncaged (4K UHD),Johannes Roberts,"Sophie Nélisse, Nia Long, Corinee Foxx, Brianne Tju, Sistine Stallone, Davi Santos, Khylin Rhambo, Brec Bassinger, John Corbett","United Kingdom, United States",,2019,PG-13,90 min,"Action, Adventure, Drama",Four teen girls diving in a ruined underwater city quickly learn they've entered the territory of the deadliest shark species in the claustrophobic labyrinth of submerged caves.
4300,s4301,Movie,World Trade Center,Oliver Stone,"Nicolas Cage, Maria Bello, Jay Hernandez, Jon Bernthal, Michael Peña, Maggie Gyllenhaal, Michael Shannon, Stephen Dorff",United States,,2006,PG-13,129 min,"Drama, Suspense","Nicolas Cage stars in the unforgettable true story of the courageous rescue and survival of two Port Authority policemen who were trapped in the rubble on September 11, 2001 after they volunteered to go in and help."
4301,s4302,Movie,Wonderstruck,Todd Haynes,"Julianne Moore, Oakes Fegley, Millicent Simmonds, Jaden Michael, Cory Michael Smith, Tom Noonan, Michelle Williams",United States,,2017,PG,115 min,"Drama, Kids","Ben and Rose are children from two different eras who secretly wish their lives were different. Ben longs for the father he has never known, while Rose dreams of a mysterious actress whose life she chronicles in a scrapbook. When Ben discovers a puzzling clue in his home and Rose reads an enticing headline in the newspaper, both children set out on quests that unfold with mesmerizing symmetry."
4320,s4321,Movie,It's A Wonderful Life,Frank Capra,"James Stewart, Donna Reed, Lionel Barrymore, Thomas Mitchell, Henry Travers, Beulah Bondi",United States,,1946,PG,131 min,"Drama, Fantasy","After George Bailey wishes he had never been born, an angel is sent to earth to make George's wish come true. George starts to realize how many lives he has changed and impacted, and how they would be different if he was never there."
4343,s4344,Movie,Aeon Flux,Karyn Kusama,"Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Pete Postlethwaite","United States, Germany, Brazil, Italy",,2005,PG-13,93 min,"Action, Science Fiction","Academy Award -winner Charlize Theron stars as Aeon Flux, the underground operative fighting totalitarian rule in 25th-century Earth's last living city."
4821,s4822,Movie,The Double,Michael Brandt,"Richard Gere, Topher Grace, Martin Sheen, Stephen Moyer, Odette Yustman, Stana Katic, Tamer Hassan","United States, United Arab Emirates",,2011,PG-13,98 min,"Action, Suspense","When a United States Senator is murdered, the evidence points to a Soviet assassin, who was long-thought to be dead."
4927,s4928,Movie,Ta Ra Rum Pum,Siddharth Anand,"Rani Mukerji, Saif Ali Khan, Shruti Seth, Victor Banerjee, Dolly Bindra, Jaaved Jaaferi, Angelina Idnani, Ali Haji","United States, India",,2007,ALL,156 min,"Drama, International, Kids","When RV (Saif Ali Khan) is spotted by Harry (Jaaved Jaafery) the Manager of a failing Racing car team, everything changes for RV and the team. They shoot to the top. The dream is complete when he meets Radhika (Rani Mukerji) and both tie the knot. But when he meets with an accident, he loses everything he had once gained. RV is on the road, but can he reclaim the glory for his family?"
5003,s5004,Movie,Without a Paddle: Nature's Calling,Ellory Elkayem,"Oliver James, Kristopher Turner, Amber McDonald, Rik Young, Jerry Rice, Madison Riley",United States,,2009,PG-13,91 min,"Action, Adventure, Comedy","Zach talks Ben into taking off time to go on an adventure of a lifetime. Our two fiends head out on the river, along with an uptight Brit to find Ben's long lost love."
5182,s5183,Movie,Leave No Trace,Debra Granik,"Ben Foster, Thomasin Harcourt McKenzie, Jeff Kober, Dale Dickey","United States, Canada",,2018,PG,109 min,Drama,"Will and his daughter have lived off the grid for years until both are put into traditional housing. After clashing with new surroundings, they embark on a journey home."
5239,s5240,Movie,Tubelight,Kabir Khan,"Salman Khan, Sohail Khan, Om Puri, Mohammed Zeeshan Ayyub, Yashpal Sharma, Zhu Zhu, Matin Rey Tangu, Brijendra Kala, Isha Talwar, Jason D'Souza, Matt Kramer, Neeraj Khetarpal, Kapil Sharma","India, United States, United Kingdom, Canada, China",,2017,ALL,130 min,"Drama, International","In a small picturesque town of North India, lives Laxman with his younger brother Bharat. Laxman's world comes crashing down, when war breaks out and Bharat gets drafted into the Army. Seeing the carnage around him and worried for his brother, the simple - minded Laxman decides to stop this conflict and get his brother back. TUBELIGHT set in 1962 tells the story of one man's unshakeable belief."
5316,s5317,Movie,The Perfect Score,Brian Robbins,"Erika Christensen, Chris Evans, Bryan Greenberg, Scarlett Johansson, Darius Miles, Leonardo Nam, Matthew Lillard, Tyra Ferrell","United States, Germany",,2004,PG-13,93 min,"Action, Comedy, Drama","Scarlett Johansson, Erika Christensen, Chris Evans and Darius Miles lead this coming-of-age tale about six students who break into the testing center and steal the answers to the S.A.T."
